triplet_id	section_index	section_triplet_index	merge_pattern	en_text	fr_text	zh_text	en_onset_sec	en_offset_sec	fr_onset_sec	fr_offset_sec	zh_onset_sec	zh_offset_sec	en_first_sentence_idx	en_last_sentence_idx	fr_first_sentence_idx	fr_last_sentence_idx	zh_first_sentence_idx	zh_last_sentence_idx
336	3	118	2-2-1	he continued his confidences i didn t know how to understand	il me confia encore je n' ai alors rien su comprendre	他还告诉我说我那时什么也不懂	496.7249999999999	500.98759999999993	524.8	528.65	472.89204635149235	475.56184807256244	386	387	385	386	427	427
337	3	119	1-1-1	i should have her judged by her deeds and not by her words	j' aurais dû la juger sur les actes et non sur les mots	我应该根据她的行为而不是根据她的话来判断她	501.5313000000001	504.6453999999999	529.08	531.9	476.07384807256244	479.21784807256245	388	388	387	387	428	428
338	3	120	1-1-1	she overwhelmed me with her fragrance and light	elle m' embaumait et m' éclairait	她使我的生活芬芳多彩	505.2638999999999	507.6884	532.58	534.39	479.90821638889406	481.8178480725624	389	389	388	388	429	429
339	3	121	1-1-1	i should never have run away	je n' aurais jamais dû m' enfuir	我真不该离开她跑出来	508.28690000000006	509.5266999999999	534.89	536.51	482.29657811314013	483.7455564143862	390	390	389	389	430	430
340	3	122	1-1-1	i should have seen the tenderness behind her contrivances	j' aurais dû deviner sa tendresse derrière ses pauvres ruses	我本应该猜出在她那令人爱怜的花招后面所隐藏的温情	510.2899	513.0944	537.16	539.97	484.2018480725624	488.5458480725624	391	391	390	390	431	431
341	3	123	1-1-1	flowers are so contradictory	les fleurs sont si contradictoires	花是多么自相矛盾	513.8176000000001	515.5119	540.55	542.59	489.3469083222147	490.89784807256245	392	392	391	391	432	432
342	3	124	1-1-1	but i was too young to know how to love her	mais j' étais trop jeune pour savoir l' aimer	我当时太年轻还不懂得爱她	516.1205	518.1502	543.41	545.26	491.5140103964084	494.2631823641627	393	393	392	392	433	433
343	3	125	1-1-1	i think that for his escape he took advantage of a migration of a flock of wild birds	je crois qu' il profita pour son évasion d' une migration d' oiseaux sauvages	我想小王子大概是利用一群候鸟迁徙的机会跑出来的	519.6646999999998	525.0824	548.3609191834023	553.31	495.19384807256245	498.91417756686405	394	394	393	393	434	434
344	3	126	2-2-2	on the morning of his departure he put his planet in perfect order he carefully swept out his active volcanoes	au matin du départ il mit sa planète bien en ordre il ramona soigneusement ses volcans en activité	在他出发的那天早上他把他的星球收拾得 整整齐齐把它上头的活火山打扫得	525.5862999999999	533.0518	554.18	561.74	499.5919496538041	505.897859683767	395	396	394	395	435	436
345	3	127	1-1-1	he owned two active volcanoes;	il possédait deux volcans en activité	干干净净他有两个活火山	533.3161	535.3010999999999	562.25	564.39	505.897859683767	508.29784807256243	397	397	396	396	437	437
346	3	128	1-1-1	it was very convenient for heating his breakfast in the morning	et c' était bien commode pour faire chauffer le petit déjeuner du matin	早上热早点很方便	535.3010999999999	538.1741999999999	564.93	567.79	508.90534997825955	510.4046021858878	398	398	397	397	438	438
347	3	129	1-1-2	he also owned an extinct volcano but as he used to say you never know so he cleaned out the extinct volcano too	il possédait aussi un volcan éteint mais comme il disait on ne sait jamais il ramona donc également le volcan éteint	他还有一座死火山 他也把它打扫干净	538.5832	546.3497	568.61	576.91	511.1358084001939	514.0258480725623	399	399	398	398	439	440
348	3	130	1-1-2	if they are well cleaned out volcanoes burn slowly and steadily without any eruptions	s' ils sont bien ramonés les volcans brûlent doucement et régulièrement sans éruptions	他想说不定它还会活动呢 打扫干净了它们就可以慢慢地有规律地燃烧而不会突然爆发	546.9382999999998	552.5465999999999	577.87	583.07	514.6045488857073	522.9432529455606	400	400	399	399	441	442
349	3	131	1-1-1	volcanic eruptions are like fires in a chimney	les éruptions volcaniques sont comme des feux de cheminée	火山爆发就像烟囱里的火焰一样	552.9656	555.8398	583.83	586.74	523.6295246997697	525.7858480725624	401	401	400	400	443	443
350	3	132	2-2-1	on our earth we re obviously much too small to clean out our volcanoes that s why they cause us no end of trouble	évidemment sur notre terre nous sommes beaucoup trop petits pour ramoner nos volcans c' est pourquoi ils nous causent des tas d' ennuis	当然在我们地球上我们人太小不能打扫火山所以火山给我们带来很多很多麻烦	556.2837999999999	563.0313000000001	587.37	594.25	526.5778480725623	533.4759980704312	402	403	401	402	444	444
351	3	133	1-1-2	the little prince also pulled up with a hint of sadness the last little shoots of the baobabs	le petit prince arracha aussi avec un peu de mélancolie les dernières pousses de baobabs	小王子还把剩下的最后几棵猴面包树苗全拔了 他有点儿忧伤	564.1635999999999	569.7413999999999	595.6	601.1	534.5054057017448	539.3742464028097	404	404	403	403	445	446
352	3	134	1-1-1	he believed he would never return	il croyait ne jamais devoir revenir	他以为他再也不会回来了	570.2352000000001	571.7896999999998	601.78	604.15	540.0453161753488	542.0018480725623	405	405	404	404	447	447
353	3	135	1-1-1	but all these familiar tasks seemed on that morning very precious	mais tous ces travaux familiers lui parurent ce matin -là extrêmement doux	这天这些家常活使他感到特别亲切	572.4380999999998	576.7271000000001	605.02	609.51	542.6098480725624	546.0498480725623	406	406	405	405	448	448
354	3	136	1-1-1	and as he watered the flower one last time and prepared to shelter her under her dome he found himself close to tears	et quand il arrosa une dernière fois la fleur et se prépara à la mettre à l' abri sous son globe il se découvrit l' envie de pleurer	当他最后一次浇花时准备把她放在玻璃罩子下面他发觉自己要哭出来	577.1759	584.8973999999998	610.52	618.78	546.6738480725624	552.2829494319835	407	407	406	406	449	449
355	3	137	1-1-2	goodbye he said to the flower but she didn t answer	adieu dit -il à la fleur mais elle ne lui répondit pas	再见了他对花儿说道 可是花儿没有回答他	585.7203999999999	589.2422999999999	619.98	623.82	553.1298480725624	557.3398135548789	408	408	407	407	450	451
356	3	138	1-1-1	goodbye he said again	adieu répéta -t -il	再见了他又说了一遍	590.0155	591.7193	624.86	626.56	558.2278720097443	560.5538480725623	409	409	408	408	452	452
357	3	139	1-1-1	the flower coughed but it was not because she had a cold	la fleur toussa mais ce n' était pas à cause de son rhume	花儿咳嗽了一阵但并不是由于感冒	592.5025	595.6105	627.34	630.55	561.2738480725624	563.9058480725623	410	410	409	409	453	453
358	3	140	2-2-1	i was silly she said finally	j' ai été sotte lui dit -elle enfin	她终于对他说道我方才真蠢	596.9724000000001	598.9466	631.64	633.86	564.6884155181625	567.4898480725624	411	412	410	411	454	454
359	3	141	1-1-1	i ask your forgiveness	je te demande pardon	请你原谅我	599.4852999999998	600.8249000000001	634.27	635.28	567.9595667954666	568.9138480725624	413	413	412	412	455	455
360	3	142	1-1-1	try to be happy	tâche d' être heureux	希望你能幸福	601.1839	602.0237	635.56	636.46	569.3910855309085	571.0168959962373	414	414	413	413	456	456
361	3	143	1-1-2	he was surprised by this absence of reproaches	il fut surpris par l' absence de reproches	花儿对他毫不抱怨 他感到很惊讶	603.0911999999998	605.8301999999999	637.33	639.68	571.6018480725623	574.3538480725624	415	415	414	414	457	458
362	3	144	1-1-1	he stood there all bewildered the dome held in mid air	il restait là tout déconcerté le globe en l' air	他举着罩子不知所措地伫立在那里	606.3838999999998	610.1071999999999	640.78	644.25	575.0040199910055	577.5138480725624	416	416	415	415	459	459
363	3	145	1-1-1	he didn t understand this quiet sweetness	il ne comprenait pas cette douceur calme	他不明白她为什么会这样温柔恬静	610.4413999999999	613.3854000000001	644.7	646.82	578.3943136657892	580.9218480725624	417	417	416	416	460	460
364	3	146	2-2-1	of course i love you the flower said to him	mais oui je t' aime lui dit la fleur	的确我爱你花儿对他说道	614.4179999999999	617.1365999999998	647.79	650.18	582.0418480725624	585.7075952364161	418	419	417	418	461	461
365	3	147	1-1-1	it s my fault that you didn t know	tu n' en as rien su par ma faute	但由于我的过错你一点儿也没有理会	617.8797999999999	619.5843	650.66	652.54	586.5938480725624	589.4498480725624	420	420	419	419	462	462
366	3	148	1-1-1	that is of no importance	cela n' a aucune importance	这丝毫不重要	619.9584	621.2278999999999	652.82	654.29	590.1653161753488	591.1620441993191	421	421	420	420	463	463
367	3	149	1-1-1	but you have been just as foolish as i have	mais tu as été aussi sot que moi	不过你也和我一样地蠢	621.7217999999998	623.6563999999998	654.79	656.19	591.9218480725624	594.0898480725624	422	422	421	421	464	464
368	3	150	1-1-1	try to be happy	tâche d' être heureux	希望你今后能幸福	624.4096999999999	625.2343000000001	656.74	657.59	594.6977601191328	596.0578480725624	423	423	422	422	465	465
369	3	151	1-1-1	let the dome be	laisse ce globe tranquille	把罩子放在一边吧	625.9326000000001	626.8973000000001	658.03	659.24	596.8618889111997	598.0178480725624	424	424	423	423	466	466
370	3	152	1-1-1	i do not want it anymore	je n' en veux plus	我用不着它了	627.1216999999999	628.3116	659.66	660.44	598.6317943656846	599.5618480725624	425	425	424	424	467	467
371	3	153	1-1-1	but the wind	mais le vent	要是风来了怎么办	628.9549999999999	629.7248	661.41	662.2	600.5698480725624	602.2498480725624	426	426	425	425	468	468
372	3	154	1-1-1	my cold is not all that bad	je ne suis pas si enrhumée que ça	我的感冒并不那么重	630.3932	632.0826	663.07	664.47	603.1061072296626	604.6898480725624	427	427	426	426	469	469
373	3	155	1-1-1	the cool night air will do me good	l' air frais de la nuit me fera du bien	夜晚的凉风对我倒有好处	632.5115999999998	634.5906	665.0	666.58	605.3058480725624	607.2894641566102	428	428	427	427	470	470
374	3	156	1-1-1	i am a flower	je suis une fleur	我是一朵花	634.7900999999999	635.6051	666.87	667.83	607.9618480725624	608.7218480725624	429	429	428	428	471	471
375	3	157	1-1-1	but the animals	mais les bêtes	要是有虫子野兽呢	636.3034	637.2882999999999	669.07	669.944467406888	609.6135710281026	611.6338480725624	430	430	429	429	472	472
376	3	158	1-1-1	i will have to endure two or three caterpillars if i wish to become acquainted with the butterflies	il faut bien que je supporte deux ou trois chenilles si je veux connaître les papillons	我要是想认识蝴蝶经不起两三只毛虫是不行的	637.9368	642.8987999999999	671.1888993784261	674.49	612.4258480725624	616.2258480725624	431	431	430	430	473	473
377	3	159	1-1-2	it seems that they are very beautiful and otherwise who else will come to visit me	il paraît que c' est tellement beau sinon qui me rendra visite	据说这是很美的 不然还有谁来看我呢	643.3577	648.4439	675.11	678.9	616.8850717036755	620.2098480725624	432	432	431	431	474	475
378	3	160	1-1-1	you will be far away	tu seras loin toi	你就要到远处去了	648.8578	650.0677999999998	679.35	680.33	621.0178480725624	622.3138480725623	433	433	432	432	476	476
379	3	161	1-1-1	as for the large animals i am not at all afraid of anything	quant aux grosses bêtes je ne crains rien	至于说大动物我并不怕	650.6014	654.3150999999998	680.89	682.52	622.9938480725624	624.9748644810657	434	434	433	433	477	477
380	3	162	1-1-1	i have my claws	j' ai mes griffes	我有爪子	654.3150999999998	656.1734999999999	682.74	683.5922157165381	625.5138480725624	626.2738480725624	435	435	434	434	478	478
381	3	163	1-1-1	and naively she showed her four thorns	et elle montrait naïvement ses quatre épines	于是她天真地显露出她那四根刺	656.817	659.8262	684.862754652514	687.53	627.3458480725624	630.0578480725624	436	436	435	435	479	479
382	3	164	1-1-1	then she added don t linger like this	puis elle ajouta ne traîne pas comme ça	随后又说道别这么磨蹭了	660.4048	663.1632	688.2	690.8	630.6295153046174	632.8098480725624	437	437	436	436	480	480
383	3	165	1-1-1	it s tiresome	c' est agaçant	真烦人	663.1632	664.0075999999999	690.8	691.53	633.1298480725624	633.7938480725624	438	438	437	437	481	481
384	3	166	2-2-1	you have decided to leave now go	tu as décidé de partir va -t' en	你既然决定离开这儿那么快走吧	664.2021	666.2464	691.8	693.76	634.3458480725624	637.7034034140057	439	440	438	439	482	482
385	3	167	1-1-1	for she did not want him to see her crying	car elle ne voulait pas qu' il la vît pleurer	她是怕小王子看见她在哭	667.0196000000001	669.1739	694.25	696.18	638.8594445237745	641.0313961071474	441	441	440	440	483	483
386	3	168	1-1-1	she was such a proud flower	c' était une fleur tellement orgueilleuse	她是朵非常骄傲的花	669.7176	671.2872	696.59	699.12	641.8197916343044	643.6914064303505	442	442	441	441	484	484
387	4	1	1-1-1	he found himself in the neighborhood of the asteroids three two five three two six three two seven three two eight three two nine and three three zero	il se trouvait dans la région des astéroïdes 325 326 327 328	在附近的宇宙中还有325326327328329330等几颗小行星	0.21010000000001128	9.375700000000052	3.07	10.48	0.07222314038126856	7.396784343012305	443	443	442	442	485	485
388	4	2	1-1-2	so he began by visiting them to learn more	329 et 330 il commença donc par les visiter pour y chercher une occupation et	他就开始访问这几颗星球 想在那里找点儿事儿干并且学习学习	9.8596	12.69900000000007	10.62	17.79	8.134240430826022	12.690437641723381	444	444	443	443	486	487
389	4	3	1-1-1	the first one was inhabited by a king	pour s' instruire le premier était habité	第一颗星球上住着一个国王	13.531999999999925	15.986000000000104	17.79	21.06	13.5461353415114	15.546437641723381	445	445	444	444	488	488
390	4	4	1-1-2	the king was sitting dressed in purple and ermine on a very simple yet majestic throne	par un roi le roi siégeait habillé de pourpre et d' hermine sur un trône très simple et	国王穿着用紫红色和白底儿黑花的毛皮做成的大礼服 坐在一个很简单却又十分威严的宝座上	16.704300000000103	22.301699999999983	21.06	27.56	16.243779839319007	23.238475230272833	446	446	445	445	489	490
391	4	5	1-1-1	ah here comes a subject exclaimed the king when he caught sight of the little prince	cependant majestueux ah voilà un sujet s' écria le roi quand il aperçut le	啊来了一个臣民当他看见小王子时喊了起来	23.029899999999998	27.701900000000023	27.56	33.57	23.962437641723383	28.38943664753539	447	447	446	446	491	491
392	4	6	1-1-1	and the little prince asked himself how could he recognise me when he s never seen me before	petit prince et le petit prince se demanda comment peut -il me reconnaître puisqu' il ne m' a encore	小王子思量着他从来也没有见过我怎么会认识我呢	28.295499999999947	33.36259999999993	33.57	39.65	29.23919569288419	33.69043764172338	448	448	447	447	492	492
393	4	7	2-2-2	he didnt know that for kings the world is very much simplified to them all men are subjects	jamais vu il ne savait pas que pour les rois le monde est très simplifié tous les hommes sont	他哪里知道在那些国王的眼里世界是非常简单的 所有的人都是臣民	34.06089999999995	40.382499999999936	39.65	46.73	34.53967475000438	40.32243764172338	449	450	448	449	493	494
394	4	8	1-1-2	approach so that i may see you better said the king who was very proud to finally be king over somebody	des sujets approche -toi que je te voie mieux lui dit le roi qui était tout fier d' être enfin roi pour	国王十分骄傲因为他终于成了某个人的国王 他对小王子说道靠近些好让我好好看看你	41.155700000000024	47.30799999999999	46.73	53.5	40.95443764172338	48.90720515111075	451	451	450	450	495	496
395	4	9	1-1-2	the little prince looked around him for a place to sit but the planet was completely taken over by the magnificent ermine robe so he remained standing and since he was tired he yawned	quelqu' un le petit prince chercha des yeux où s' asseoir mais la planète était tout encombrée par le magnifique manteau d' hermine il resta donc debout et comme il était fatigué	小王子看看四周想找个地方坐下来可是整个星球被国王华丽的白底儿黑花皮袍占满了他只好站在那里 但是因为疲倦了他打起哈欠来	48.40039999999999	60.034799999999905	53.5	65.98	49.88626505164359	60.78722031370175	452	452	451	451	497	498
396	4	10	2-2-2	it is contrary to etiquette to yawn in the presence of a king the monarch said to him i forbid you to do so	il bâilla il est contraire à l' étiquette de bâiller en présence d' un roi lui dit le monarque je te	君王对他说在一个国王面前打哈欠是违反礼节的 我禁止你打哈欠	60.618400000000065	66.64509999999996	66.21	72.38	61.36745226096635	67.2264376417234	453	454	452	453	499	500
397	4	11	1-1-1	i cant stop myself replied the little prince thoroughly embarrassed	l' interdis je ne peux pas m' en empêcher répondit le petit prince	小王子羞愧地说道我实在忍不住	67.4731999999999	71.47129999999993	72.38	76.83	68.19375191547928	71.04243764172338	455	455	454	454	501	501
398	4	12	1-1-1	i ve come on a long journey and i havent slept	tout confus j' ai fait un long voyage et je n' ai	我长途跋涉来到这里还没有睡觉呢	72.0150000000001	74.69440000000009	76.83	79.59	71.46450315411258	74.03443764172339	456	456	455	455	502	502
399	4	13	1-1-1	ah then the king said i order you to yawn	pas dormi alors lui dit le roi je t' ordonne	国王说那好吧我命令你打哈欠	75.18329999999992	78.52140000000009	79.59	83.46	75.05574290809267	78.19443764172338	457	457	456	456	503	503
400	4	14	1-1-1	i have not seen anyone yawning for years	de bâiller je n' ai vu personne bailler depuis	好些年来我没有看见过任何人打哈欠	78.86560000000009	80.86539999999991	83.46	86.3	78.70581061534097	81.25321701067958	458	458	457	457	504	504
401	4	15	1-2-1	yawns to me are objects of curiosity	des années les bâillements sont pour moi des curiosités allons	对我来说打哈欠倒是新奇的事	81.21450000000004	83.72350000000006	86.3	90.0	81.78104091109448	84.81843764172339	459	459	458	459	505	505
402	4	16	1-1-1	come now yawn again	bâille encore c' est	来吧再打个哈欠	84.03770000000009	85.1522	90.16	91.26	85.45843764172339	86.91443764172338	460	460	460	460	506	506
403	4	17	1-1-2	it is an order	un ordre ça	这是命令 这倒叫我有点儿紧张	85.1522	85.76710000000003	91.26	93.15	87.32104091109449	91.21043764172339	461	461	461	461	507	508
404	4	18	2-1-2	that frightens me i can't any more said the little prince blushing	m' intimide je ne peux plus fit le petit prince	我打不出哈欠来了 小王子红着脸说	86.62509999999997	90.80209999999988	93.2	96.54	91.68988823165584	95.1224376417234	462	463	462	462	509	510
405	4	19	1-1-2	hum hum replied the king then i i order you sometimes to yawn and sometimes to	tout rougissant hum hum répondit le roi alors je je t' ordonne tantôt de bâiller et	嗯嗯国王回答道 那么我命令你忽而打哈欠忽而	91.39069999999992	99.54780000000005	96.54	104.33	95.80243764172339	103.05843764172339	464	464	463	463	511	512
406	4	20	1-1-1	he sputtered a bit and seemed vexed	tantôt de il bredouillait un peu et	他嘟嘟囔囔显出有点儿恼怒	100.13139999999999	102.22559999999999	104.33	107.38	103.8154399505576	106.08243764172339	465	465	464	464	513	513
407	4	21	1-1-1	for the king fundamentally insisted that his authority be respected	paraissait vexé car le roi tenait essentiellement à ce que son autorité	因为国王所要求的主要是保持他的威严受到尊敬	102.6844000000001	106.61809999999991	107.38	112.41	106.7384376417234	110.0984376417234	466	466	465	465	514	514
408	4	22	1-1-1	he didnt tolerate disobedience	fût respectée il ne tolérait pas	他不能容忍不听他的命令	106.88740000000007	108.85660000000007	112.41	115.38	111.00275356699036	112.75443764172338	467	467	466	466	515	515
409	4	23	1-1-2	he was an absolute monarch but because he was good at heart he gave reasonable orders	la désobéissance c' était un monarque absolu mais comme il était très bon il donnait des	他是一位绝对的君主 可是他却很善良	109.10089999999991	115.25189999999998	115.38	121.98	113.30168090520878	116.96911852740932	468	468	467	467	516	517
410	4	24	2-2-2	if i ordered a general he would often say if i ordered a general to change himself into a seabird and if the general did not obey me it would not be the general s fault it would be my fault	ordres raisonnables si j' ordonnais disait -il couramment si j' ordonnais à un général de se changer en oiseau de mer et si le général n' obéissait pas ce ne serait pas la faute du général ce serait ma faute	他下的命令都是有理智的 他常常说如果我叫一位将军变成一只海鸟而这位将军不服从我的命令那么这就不是将军的过错而是我的过错	116.11989999999992	127.88760000000002	121.98	135.56	117.50008564903631	130.5163611335716	469	470	468	469	518	519
411	4	25	1-1-1	may i sit down the little prince enquired timidly	puis -je m' asseoir s' enquit timidement le petit prince	小王子腼腆地试探道我可以坐下吗	128.90519999999992	132.1932999999999	136.73	139.95	131.4069883664371	135.39443764172339	471	471	470	470	520	520
412	4	26	1-1-1	i order you to sit down replied the king who majestically gathered in a fold of his ermine mantle	je t' ordonne de t' asseoir lui répondit le roi qui ramena majestueusement un pan de son manteau d' hermine	我命令你坐下国王一边回答一边庄重地把他那白底儿黑花皮袍大襟挪动了一下	132.76690000000008	138.72430000000008	140.6	147.06	136.10987592124704	142.52632375150526	472	472	471	471	521	521
413	4	27	2-2-2	but the little prince was astonished the planet was tiny over what could this king really rule	mais le petit prince s' étonnait la planète était minuscule sur quoi le roi pouvait -il bien régner	可是小王子感到很奇怪 这么小的行星国王他对什么进行统治呢	139.65730000000008	146.1884	147.98	155.0	143.3274181819222	148.51443764172336	473	474	472	473	522	523
414	4	28	1-1-1	sire he said to him excuse my asking you a question	sire lui dit -il je vous demande pardon de vous interroger	他对国王说陛下请原谅我想问您	147.26589999999987	151.54819999999995	155.78	159.73	149.34643764172338	153.74643764172336	475	475	474	474	524	524
415	4	29	1-1-1	i order you to ask me a question hastened to say the king	je t' ordonne de m' interroger se hâta de dire le roi	国王急忙抢着说道我命令你问我	151.97219999999993	155.2554	160.29	163.45	154.28243764172336	156.6984376417234	476	476	475	475	525	525
416	4	30	1-1-1	sire over what do you rule	sire sur quoi régnez -vous	陛下你统治什么呢	155.87889999999993	157.95299999999997	164.22	166.1	157.71443764172338	159.9304376417234	477	477	476	476	526	526
417	4	31	1-1-1	over everything said the king with a magnificent simplicity	sur tout répondit le roi avec une grande simplicité	国王非常简单明了地说我统治一切	158.6563000000001	162.31510000000003	166.96	171.09	160.70861770165382	163.84243764172336	478	478	477	477	527	527
418	4	32	1-1-1	over everything the king made a subtle gesture pointing out his planet the other planets and the stars	sur tout le roi d' un geste discret désigna sa planète les autres planètes et les étoiles	一切国王轻轻地用手指着他的行星和其他的行星以及所有的星星	163.04340000000002	169.9242999999999	171.86	178.94	164.69328516876786	170.69043764172338	479	479	478	478	528	528
419	4	33	1-1-1	over all that asked the little prince	sur tout ça dit le petit prince	小王子说统治这一切	170.7573	173.19119999999998	179.86	182.06	171.31790054206462	174.0024376417234	480	480	479	479	529	529
420	4	34	1-1-1	over all that the king answered	sur tout ça répondit le roi	统治这一切	173.8297	175.93859999999995	182.59	184.64	174.8364349960243	176.1624376417234	481	481	480	480	530	530
421	4	35	1-1-1	for his rule was not only absolute it was also universal	car non seulement c' était un monarque absolu mais c' était un monarque universel	原来他不仅是一个绝对的君主而且是整个宇宙的君主	176.38750000000005	180.3110999999999	185.75	190.78	176.50600563137922	180.60655569876988	482	482	481	481	531	531
422	4	36	1-1-1	and the stars obey you	et les étoiles vous obéissent	那么星星都服从您吗	181.0444	182.39920000000006	191.84	193.23	181.49749249521489	183.6744376417234	483	483	482	482	532	532
423	4	37	1-1-1	of course the king said	bien sûr lui dit le roi	那当然国王对他说	183.0027	184.54649999999992	193.91	195.65	184.18123592713272	186.41043764172338	484	484	483	483	533	533
424	4	38	1-1-1	they obey instantly	elles obéissent aussitôt	它们立即就得服从	184.87069999999994	186.39480000000003	196.14	197.34	186.97584799740727	188.34643764172338	485	485	484	484	534	534
425	4	39	1-1-1	i do not tolerate insubordination	je ne tolère pas l' indiscipline	我是不允许无纪律的	186.8188	188.57850000000008	197.58	199.28	188.7144382990465	190.0920212448102	486	486	485	485	535	535
426	4	40	1-1-1	such power filled the little prince with wonder	un tel pouvoir émerveilla le petit prince	这样的权力使小王子惊叹不已	189.77070000000003	192.45969999999988	200.49	203.59	191.09805234949368	193.56049084370377	487	487	486	486	536	536
427	4	41	1-1-1	if he had held it himself he would ve been able to watch not forty four but seventy two or even a hundred or even two hundred sunsets on the same day without ever having to move his chair	s' il l' avait détenu lui -même il aurait pu assister non pas à quarante -quatre mais à soixante -douze ou même à cent ou même à deux cents couchers de soleil dans la même journée sans avoir jamais à tirer sa chaise	如果掌握了这样的权力那么他一天就不只是看到四十三次日落而可以看到七十二次甚至一百次或是二百次日落也不必要去挪动椅子了	192.8438000000001	204.46939999999995	204.0	217.88	194.09580160795437	205.90669201494646	488	488	487	487	537	537
428	4	42	2-2-2	and as he felt a bit sad as he remembered his forsaken little planet he plucked up his courage to ask the king a favour i d like to see a sunset	et comme il se sentait un peu triste à cause du souvenir de sa petite planète abandonnée il s' enhardit à solliciter une grâce du roi je voudrais voir un coucher de soleil	由于他想起了他那被遗弃的小星球心里有点儿难过 他大胆地向国王提出了一个请求我想看日落	205.48710000000005	215.4047999999998	219.18	229.8	206.85043764172337	215.54643764172337	489	490	488	489	538	539
429	4	43	2-2-1	do that for me order the sun to set	faites -moi plaisir ordonnez au soleil de se coucher	请求您命令太阳落山吧	215.88860000000022	218.20240000000013	230.23	233.13	216.26851261233915	218.68243764172337	491	492	490	491	540	540
430	4	44	1-1-2	if i ordered a general to fly from one flower to another like a butterfly or to write a tragic drama or to change himself into a sea bird and if the general did not carry out the order received which one of us would be in the wrong	si j' ordonnais à un général de voler d' une fleur à l' autre à la façon d' un papillon ou d' écrire une tragédie ou de se changer en oiseau de mer et si le général n' exécutait pas l' ordre reçu qui de lui ou de moi serait dans son tort	国王说道如果我命令一个将军像一只蝴蝶那样从这朵花飞到那朵花或者命令他写作一个悲剧剧本或者变一只海鸟而如果这位将军接到命令不执行的话那么我们中的谁是错误的呢 将军还是我自己	219.13520000000017	231.83339999999998	234.08	247.59	219.62234266795846	238.96243764172337	493	493	492	492	541	542
431	4	45	1-1-1	you said the little prince firmly	ce serait vous dit fermement le petit prince	那当然是您的不对小王子肯定地回答	232.48189999999977	234.67050000000017	248.24	250.85	239.71175236631925	243.60381391836316	494	494	493	493	543	543
432	4	46	2-2-2	exactly one must ask of each person that which they can give the king went on	exact il faut exiger de chacun ce que chacun peut donner reprit le roi	一点也不错国王接着说 向每个人提出的要求应该是他们所能做到的	235.31399999999985	240.98990000000003	251.43	256.23	244.1129206591889	250.12388207645145	495	496	494	495	544	545
433	4	47	1-1-1	authority is based above all on reason	l' autorité repose d' abord sur la raison	权威首先应该建立在理性的基础上	241.50869999999986	244.5371	257.2	259.61	250.7415483428944	253.33043764172336	497	497	496	496	546	546
434	4	48	1-1-1	if you ordered your people to go and throw themselves into the sea they would rise up in revolution	si tu ordonnes à ton peuple d' aller se jeter à la mer il fera la révolution	如果命令你的老百姓去投海他们非起来革命不可	245.12559999999985	250.1491000000001	260.07	264.19	253.97043764172338	257.76765298136905	498	498	497	497	547	547
435	4	49	1-1-1	i have the right to demand obedience because my orders are reasonable	j' ai le droit d' exiger l' obéissance parce que mes ordres sont raisonnables	我的命令是合理的所以我有权要别人服从	250.88740000000007	254.13160000000016	264.88	268.67	258.47516161384004	262.2024376417234	499	499	498	498	548	548
436	4	50	1-1-1	then my sunset the little prince reminded him who never forgot a question once he had asked it	alors mon coucher de soleil rappela le petit prince qui jamais n' oubliait une question une fois qu' il l' avait posée	那么我提出的日落呢小王子一旦提出一个问题他是不会忘记这个问题的	255.15419999999995	260.3771999999999	269.66	276.29	263.2104376417234	269.2284835910699	500	500	499	499	549	549
437	4	51	1-1-2	you shall have your sunset	ton coucher de soleil tu l' auras	日落么你会看到的 我一定要太阳落山	261.2102	262.3099000000002	277.24	278.75	269.9958871342263	273.9864376417234	501	501	500	500	550	551
438	4	52	1-1-1	i shall command it but i shall wait according to my science of government until conditions are favourable	je l' exigerai mais j' attendrai dans ma science du gouvernement que les conditions soient favorables	不过按照我的统治科学我得等到条件成熟的时候	262.5942	268.6862000000001	279.05	284.68	274.4513254030164	278.20152657425905	502	502	501	501	552	552
439	4	53	1-1-1	when will that be inquired the little prince	quand ça sera -t -il s' informa le petit prince	小王子问道这要等到什么时候呢	269.5142000000001	271.92790000000014	285.87	288.81	278.94646952590847	282.29043764172343	503	503	502	502	553	553
440	4	54	1-1-1	hum hum replied the king who consulted a bulky almanac	hem hem lui répondit le roi qui consulta d' abord un gros calendrier	嗯国王在回答之前首先翻阅了一本厚厚的日历	272.50660000000016	277.30409999999983	289.6	294.22	283.0417272946617	287.6104376417234	504	504	503	503	554	554
441	4	55	1-1-1	hum hum that will be about about that will be this evening about twenty minutes to eight	hem hem ce sera vers vers ce sera ce soir vers sept heures quarante	嘴里慢慢说道嗯嗯日落大约大约在今晚七时四十分的时候	277.9625000000001	287.3854000000001	294.93	301.11	288.0605031541126	296.0770380589123	505	505	504	504	555	555
442	4	56	1-1-1	and you will see how well i am obeyed	et tu verras comme je suis bien obéi	你将看到我的命令一定会被服从的	287.79439999999977	290.00930000000017	301.54	303.23	296.4888155698743	298.7864376417234	506	506	505	505	556	556
443	4	57	1-1-1	the little prince yawned	le petit prince bâilla	小王子又打起哈欠来了	290.9220999999998	292.15689999999995	304.39	305.71	299.73981106618095	301.8693287060386	507	507	506	506	557	557
